                   0,                  96,     1202.0627205595,     1298.0627205595,3.64899402736757e-15
                0.02,                  96,    1328.21740078325,    1424.21740078325,5.10197008579628e-15
                0.04,    96.0000000000001,    1282.06488680586,    1378.06488680586,5.88339644291313e-15
                0.06,                  96,    1140.68323951035,    1236.68323951035,5.49784638919559e-15
                0.08,                  96,    993.339601095854,    1089.33960109585,2.72683522224762e-15
                 0.1,                  96,    854.132288626423,    950.132288626423,5.76568223058462e-15
                0.12,                  96,    705.892015695353,    801.892015695353,1.56573185003388e-15
                0.14,                  96,    579.283665049283,    675.283665049283,1.62601249308079e-15
                0.16,                  96,    492.228888802528,    588.228888802528,3.26573569966076e-15
                0.18,                  96,    520.312952642406,    616.312952642406,6.41129765469268e-15
                 0.2,                  96,    525.695988352418,    621.695988352418,2.51418890061735e-15
                0.22,                  96,    496.810637324975,    592.810637324975,3.75839601214584e-15
               0.24,                 96,   480.485020888081,   576.485020888081,6.0231517643534e-15
                0.26,                  96,    484.812990348307,    580.812990348307,7.39528548771279e-15
                0.28,                  96,    482.943026179334,    578.943026179334,6.55501849206064e-15
                 0.3,                  96,    483.324118521447,    579.324118521447,8.51060358309064e-15
                0.32,                  96,    505.431770699677,    601.431770699677,1.01488291652697e-14
                0.34,                  96,    496.285714607777,    592.285714607777,9.14182879049712e-15
              0.36,                96,  468.458541389608,  564.458541389608,1.426823040358e-14
                0.38,                  96,    446.636851404532,    542.636851404532,1.29981763935315e-14
                 0.4,                  96,    441.516841734334,    537.516841734334,1.04299913949301e-14
                0.42,                  96,    441.039953409219,    537.039953409219,1.03226862765008e-14
                0.44,                  96,    468.535350903152,    564.535350903152,1.23409666766519e-14
                0.46,                  96,    459.517515604654,    555.517515604654,9.51429392409711e-15
                0.48,                  96,    447.975869085989,    543.975869085989,1.56601043179007e-14
                 0.5,                  96,    436.964082923778,    532.964082923778,1.14429745172728e-14
                0.52,                  96,    443.079603191628,    539.079603191628,1.33291510231426e-14
                0.54,    96.0000000000001,    452.683378975043,    548.683378975043,8.14936975834904e-15
                0.56,                  96,    435.671915512611,    531.671915512611,5.67844076317688e-15
               0.58,                 96,   437.282609640807,   533.282609640807,1.0855233655587e-14
                 0.6,                  96,    442.471892619832,    538.471892619832,5.41880967594411e-15
                0.62,                  96,    432.132055679826,    528.132055679826,6.11026247635183e-15
                0.64,                  96,    415.317037666168,    511.317037666168,5.17922313338839e-15
                0.66,                  96,    379.794059746431,    475.794059746431,3.19900318107001e-15
                0.68,                  96,    361.774888359846,    457.774888359846,9.13120473411738e-15
                 0.7,                  96,    360.203533714457,    456.203533714457,5.81676346974801e-15
                0.72,                  96,      390.1877333414,      486.1877333414,9.28149104618775e-15
                0.74,                  96,    386.213022133326,    482.213022133326,1.01097374363876e-14
                0.76,                  96,    412.076712323916,    508.076712323916,1.57389532749494e-14
                0.78,                  96,    397.455826591411,    493.455826591411,1.53328391759457e-14
                 0.8,                  96,    391.142680005022,    487.142680005022,1.35100959265844e-14
                0.82,                  96,    412.188779745965,    508.188779745965,1.70732665424871e-14
                0.84,                  96,    394.687786950026,    490.687786950026,1.35666573420754e-14
                0.86,                  96,    385.876658739859,    481.876658739859,1.10362758524109e-14
                0.88,                  96,    370.863339284935,    466.863339284935,9.51494419184915e-15
                 0.9,                  96,    371.397702643624,    467.397702643624,1.32302313547863e-14
                0.92,                  96,    388.738517780861,    484.738517780861,1.34598230770194e-14
                0.94,                  96,    440.027182649197,    536.027182649197,1.40437727216335e-14
                0.96,    95.9999999999999,    436.346152670137,    532.346152670137,1.59517066717124e-14
                0.98,                  96,    407.867527933577,    503.867527933577,1.59011108908431e-14
                   1,                  96,    418.835246971087,    514.835246971087,1.39292068987949e-14
                1.02,                  96,     413.63570757516,     509.63570757516,1.33825127591789e-14
              1.04,                96,  385.364417323579,  481.364417323579,1.543369740282e-14
                1.06,                  96,    376.984421253892,    472.984421253892,1.36918004131957e-14
                1.08,                  96,     388.04172469742,     484.04172469742,1.52202830685477e-14
                 1.1,                  96,    396.114665906751,    492.114665906751,1.52829165800102e-14
                1.12,                  96,    403.054848194394,    499.054848194394,1.77212775350915e-14
               1.14,                 96,   398.961567140253,   494.961567140253,2.2410010570866e-14
                1.16,                  96,    400.466913867314,    496.466913867314,1.92403804295654e-14
                1.18,                  96,    397.858567130289,    493.858567130289,2.18259794543186e-14
                 1.2,                  96,    391.824785509085,    487.824785509085,1.88175433792799e-14
                1.22,                  96,    327.315346356391,    423.315346356391,2.03446665297849e-14
                1.24,                  96,    349.413476684169,    445.413476684169,1.95832152583585e-14
               1.26,                 96,   382.221997738241,   478.221997738241,2.2541150373486e-14
                1.28,                  96,     379.28668894459,     475.28668894459,2.45418389966016e-14
                 1.3,                  96,    377.587903715716,    473.587903715716,2.63700756152181e-14
                1.32,    96.0000000000001,    388.472848489986,    484.472848489986,2.79042096853605e-14
                1.34,                  96,    420.297845580343,    516.297845580343,2.44007346140125e-14
                1.36,                  96,    407.515799304936,    503.515799304936,2.37927174441803e-14
               1.38,                 96,   380.274156379709,   476.274156379709,2.1693144258481e-14
                 1.4,                  96,    379.375318250709,    475.375318250709,2.50300513416416e-14
                1.42,                  96,    358.937102350127,    454.937102350127,1.86657019867839e-14
                1.44,                  96,    341.920654259894,    437.920654259894,1.65807450664146e-14
               1.46,   96.0000000000001,   368.216498898425,   464.216498898425,1.9440001990932e-14
                1.48,                  96,    366.627302196073,    462.627302196073,2.06716252771016e-14
                 1.5,                  96,    328.845938564894,    424.845938564894,1.77037933337921e-14
