                   0,    101.316054093006,                   0,    101.316054093006,1.26645067616257e-05,6.31102223272156e-15
                0.01,    101.316054093006,                   0,    101.316054093006,0.000455922243418525,6.31102223272156e-15
                0.02,    101.316054093006,                   0,    101.316054093006, 0.00153240531815671,6.31102223272156e-15
                0.03,    101.316054093006,                   0,    101.316054093006, 0.00324211373097617,6.31102223272156e-15
                0.04,    101.314390486416, 0.00103754642034048,    101.315428032836, 0.00558504748187693,5.50127831927281e-15
               0.05,   101.160798661022,  0.153349066390257,   101.314147727412, 0.0085604072618078,6.7644500414082e-15
                0.06,    100.503909575856,   0.808767754012154,    101.312677329868,  0.0121614009959205,6.76399448453984e-15
                0.07,    98.9577190270395,    2.35358747319692,    101.311306500236,  0.0163681783298258,5.34444401404096e-15
                0.08,    96.2231021535106,      5.087651764068,    101.310753917579,  0.0211400683344714,6.00682214836647e-15
                0.09,    92.3393921719729,    8.97276456396364,    101.312156735937,  0.0264088851332723,9.11148375308633e-15
                 0.1,    88.0528000389648,    13.2624874382705,    101.315287477235,  0.0320809644871409,4.53945812107191e-15
               0.11,   84.6398712947086,   16.6777163542097,   101.317587648918, 0.0380558380739888,6.9655435919231e-15
                0.12,     82.988103929454,    18.3286365167273,    101.316740446181,  0.0442563336585621,5.63574895385312e-15
                0.13,    82.8870680041953,     18.427503310331,    101.314571314526,  0.0506477447915971,4.78532204128042e-15
                0.14,    83.5161729447889,    17.7962579582682,    101.312430903057,  0.0572324146940766,2.56269801388312e-15
               0.15,   84.0536462978269,   17.2571236310175,   101.310769928844, 0.0640262417939127,4.6929909942418e-15
                0.16,    83.9276197943395,    17.3823338467527,    101.309953641092,  0.0710319199795098,4.62952684333064e-15
                0.17,     82.817452127975,    18.4915213588974,    101.308973486872,  0.0782253558220005,3.76054761911701e-15
                0.18,    80.5174033046595,    20.7918754649785,    101.309278769638,  0.0855453066590623,3.63216466023397e-15
               0.19,   77.4729186965711,   23.8401599877968,   101.313078684368, 0.0928860603312988,3.9562163075401e-15
                 0.2,    75.3616580744971,    25.9560867697497,    101.317744844247,   0.100120549347034,3.73835766727203e-15
               0.21,    75.807054306946,    25.509009343312,   101.316063650258,  0.107178272837875,5.7451359763637e-15
                0.22,    78.2855042781632,    23.0269571560721,    101.312461434235,   0.114106824113153,1.42745713811718e-15
                0.23,     81.349271444392,    19.9614572058282,     101.31072865022,   0.121032227530068,4.78403397637602e-15
                0.24,    84.0722672740394,     17.238174390279,    101.310441664318,   0.128083953235892,5.70314608552064e-15
                0.25,    86.0537684029183,    15.2570262357861,    101.310794638704,   0.135359735607938,3.98261078314157e-15
                0.26,    87.2349673133306,    14.0765126165614,    101.311479929892,   0.142918971469727,2.84945321207356e-15
                0.27,    87.7837176477926,    13.5281678170474,     101.31188546484,   0.150787888166624,5.78722159329986e-15
                0.28,    87.8641088830335,    13.4483830715856,    101.312491954619,   0.158965758985783,4.02061003148483e-15
                0.29,    87.7052767939285,    13.6079565227699,    101.313233316698,   0.167433595717593,3.28959926431345e-15
                 0.3,    87.5513967318518,     13.761801715728,     101.31319844758,   0.176161729208309,4.87292315765349e-15
                0.31,    87.4707403381382,    13.8421618671249,    101.312902205263,   0.185109869089091,2.97378561083381e-15
                0.32,    87.3975256996088,    13.9148245742053,    101.312350273814,   0.194233780987923,4.36576241167487e-15
                0.33,    87.2284244693562,    14.0837773856105,    101.312201854967,   0.203487803607126,2.92214156655605e-15
                0.34,    87.0162528463662,    14.2969490415379,    101.313201887904,   0.212823253392684,6.67861959786789e-15
                0.35,    87.1872885403823,      14.12771580213,    101.315004342512,   0.222193308519718,3.30839192010313e-15
                0.36,    88.2653211051535,     13.048909189576,    101.314230294729,   0.231578147561234,2.64205390255318e-15
                0.37,    90.0358283927265,     11.275919724198,    101.311748116924,   0.241010857324209,2.17621457616128e-15
                0.38,    91.5864484093202,    9.72312036516808,    101.309568774488,   0.250569953022006,3.38095068792429e-15
                0.39,    92.0940163854381,    9.21504978891438,    101.309066174352,   0.260330808566957,3.67056337895906e-15
                 0.4,    91.2475559338721,    10.0618260716616,    101.309382005534,   0.270323000216846,2.34285050520775e-15
                0.41,     89.176337452927,     12.134228995101,    101.310566448028,   0.280518041411402,5.70559385664481e-15
                0.42,    86.3126718898734,    14.9990322300603,    101.311704119934,   0.290839629514762,4.45753593852575e-15
                0.43,    83.2615666512506,    18.0516622063286,    101.313228857579,   0.301183341455683,4.63941731885285e-15
                0.44,    80.7784137908071,    20.5368096555075,    101.315223446315,   0.311437880533442,3.82574768556603e-15
                0.45,    79.7082028591444,    21.6078749811442,    101.316077840289,    0.32150949344806,3.62128501219958e-15
                0.46,    80.4295919097142,    20.8841770063203,    101.313768916035,   0.331348882269141,4.68469903521347e-15
                0.47,    82.1512997019076,     19.159259739452,     101.31055944136,   0.340958364026859,4.05612032676326e-15
                0.48,    83.7779770896297,    17.5323713615905,     101.31034845122,   0.350369751454728,1.48232704675837e-15
                0.49,    85.1403672199922,    16.1715539547782,     101.31192117477,    0.35961840377489,8.44865542934803e-16
                 0.5,    86.6962399963544,    14.6160364637278,    101.312276460082,   0.368754261879325,8.61792744692323e-16
                0.51,    88.5270205035662,    12.7840234020892,    101.311043905655,   0.377869616916284,1.99706381397433e-15
                0.52,    90.2000655061461,    11.1102209396955,    101.310286445842,   0.387090845207371,3.31211367003454e-15
                0.53,    91.2862989724071,    10.0234334573776,    101.309732429785,   0.396535131041945,2.98318374145361e-15
                0.54,    91.5558079561093,    9.75430460606458,    101.310112562174,   0.406283401523047,2.10193516566828e-15
