                   0,                1500,                   0,                1500,1.29217607767979e-13
                0.01,                1500,                   0,                1500,1.29217607767979e-13
                0.02,                1500,                   0,                1500,1.29217607767979e-13
                0.03,                1500,   0.086937552718154,    1500.08693755271,7.06894788937333e-14
                0.04,                1500,    1.33591125028019,    1501.33591125028,8.72079302469742e-14
                0.05,                1500,    6.95927727011872,    1506.95927727012,9.96953694695527e-14
                0.06,                1500,    22.3217325467368,    1522.32173254674,9.57437823958259e-14
                0.07,                1500,    52.1855014563199,    1552.18550145632,6.38907065528653e-14
                0.08,                1500,    96.0855219528668,    1596.08552195287,9.84532482513486e-14
                0.09,                1500,    148.534951526108,    1648.53495152611,6.74054425653225e-14
                0.1,               1500,   204.163600493696,    1704.1636004937,9.7255283481257e-14
                0.11,                1500,    256.769521313949,    1756.76952131395,1.12982649459278e-13
                0.12,                1500,    299.961116057512,    1799.96111605751,1.09949318868926e-13
                0.13,                1500,    330.397769015287,    1830.39776901529,1.55140333022042e-13
                0.14,                1500,     347.92699840955,    1847.92699840955,1.19876845193947e-13
                0.15,                1500,    354.112444535953,    1854.11244453595,9.86631034630434e-14
               0.16,               1500,   351.910030138035,   1851.91003013803,1.3610537361135e-13
                0.17,                1500,    344.462421112528,    1844.46242111253,1.30126947978063e-13
                0.18,                1500,     333.81640504301,    1833.81640504301,1.18870879846566e-13
                0.19,                1500,    321.134259379014,    1821.13425937901,1.25489584509928e-13
                 0.2,                1500,    308.539230578304,     1808.5392305783,1.66674512551509e-13
                0.21,                1500,    298.806941118454,    1798.80694111845,1.33590999335968e-13
                0.22,                1500,    292.268000573875,    1792.26800057388,1.10917640847465e-13
                0.23,                1500,    286.039853153975,    1786.03985315398,1.37652758009149e-13
                0.24,                1500,    277.996310836196,     1777.9963108362,1.06923195567676e-13
               0.25,               1500,   268.342363475134,   1768.34236347513,1.3867997738656e-13
                0.26,                1500,    258.181666082689,    1758.18166608269,1.35529688477709e-13
                0.27,                1500,    250.132532770382,    1750.13253277038,1.44230587488897e-13
                0.28,                1500,    247.451636028583,    1747.45163602858,1.39110911758582e-13
                0.29,                1500,    251.498458528665,    1751.49845852867,1.18241631891365e-13
                 0.3,                1500,    260.004080197671,    1760.00408019767,1.14956775721976e-13
                0.31,                1500,    268.003916290294,    1768.00391629029,1.49239993738564e-13
                0.32,                1500,    271.146131213028,    1771.14613121303,1.46888338279478e-13
                0.33,                1500,    270.226797631056,    1770.22679763106,1.19804382129432e-13
                0.34,                1500,    269.776298024046,    1769.77629802404,1.21943988011739e-13
                0.35,                1500,    271.128346566972,    1771.12834656697,1.37319374465733e-13
                0.36,                1500,    270.329106296385,    1770.32910629639,1.16792085037484e-13
               0.37,               1500,   265.051169650515,   1765.05116965052,1.2458859267373e-13
                0.38,                1500,    258.855602407784,    1758.85560240778,1.12331364912154e-13
                0.39,                1500,    256.031966109691,    1756.03196610969,1.23434084602986e-13
                 0.4,                1500,    256.434737550515,    1756.43473755052,1.40262476638188e-13
                0.41,                1500,    256.752599694813,    1756.75259969481,1.06758436439562e-13
                0.42,                1500,    255.860767186469,    1755.86076718647,1.14392469252822e-13
                0.43,                1500,    255.369906386191,    1755.36990638619,1.16053785288645e-13
               0.44,               1500,   254.134872074713,   1754.13487207471,1.3309647934335e-13
                0.45,                1500,    249.152967739019,    1749.15296773902,1.16162651513491e-13
                0.46,                1500,     240.15637458152,    1740.15637458152,1.77126785086586e-13
                0.47,                1500,     231.95730224659,    1731.95730224659,1.30496315167999e-13
                0.48,                1500,       230.472236288,      1730.472236288,1.58350226912099e-13
                0.49,                1500,    238.630220114836,    1738.63022011484,1.58745277125564e-13
                 0.5,                1500,    254.890381405407,    1754.89038140541,1.26933600210871e-13
                0.51,                1500,    273.571051963793,     1773.5710519638,1.19960201470522e-13
                0.52,                1500,    286.181271369592,    1786.18127136959,1.16821473550322e-13
                0.53,                1500,    287.270339916915,    1787.27033991692,1.39316180419181e-13
                0.54,                1500,    279.437392143999,      1779.437392144,1.12217134331866e-13
                0.55,                1500,    267.845506915112,    1767.84550691511,1.20999845363796e-13
                0.56,                1500,    255.381837069575,    1755.38183706958,1.15262753427404e-13
                0.57,                1500,    244.318294632676,    1744.31829463268,1.57880740673333e-13
                0.58,                1500,    237.848793631232,    1737.84879363123,1.23787228570932e-13
                0.59,                1500,    238.579302289664,    1738.57930228966,1.18295813199601e-13
                 0.6,                1500,     246.28888618844,    1746.28888618844,1.53793581872093e-13
                0.61,                1500,    256.096264685042,    1756.09626468504,1.11723580453115e-13
              0.62,              1500,   262.05304273249,  1762.05304273249,1.625805153793e-13
                0.63,                1500,    262.281371138394,     1762.2813711384,1.23426295388465e-13
                0.64,                1500,    257.735660876209,    1757.73566087621,1.16088311340459e-13
               0.65,               1500,   250.998519390868,   1750.99851939087,1.2907906019923e-13
                0.66,                1500,    245.352780535137,    1745.35278053514,1.28854162720747e-13
                0.67,                1500,    242.073837276293,    1742.07383727629,1.28644545136584e-13
                0.68,                1500,    241.293518982484,    1741.29351898249,1.39825890549301e-13
                0.69,                1500,    244.970845755344,    1744.97084575534,1.35898874662799e-13
                 0.7,                1500,    253.646182117875,    1753.64618211788,1.14940205302421e-13
                0.71,                1500,    263.515786338402,     1763.5157863384,1.12846948038319e-13
                0.72,                1500,     270.28747606467,    1770.28747606467,1.32885116352984e-13
                0.73,                1500,    272.435501161885,    1772.43550116188,1.64855605309616e-13
                0.74,                1500,    270.542366465788,    1770.54236646579,1.38713525733535e-13
                0.75,                1500,    266.785605906667,    1766.78560590666,1.53209057749697e-13
